LED #,LED PWM (%),LED current (%),Duration (s)
1,49.6,97.0,0.002
1,49.5,97.0,0.002
1,49.4,97.0,0.002
1,49.4,97.0,0.002
1,49.3,97.0,0.002
1,49.2,97.0,0.002
1,49.2,97.0,0.002
1,49.1,97.0,0.002
1,49.1,97.0,0.002
1,49.0,97.0,0.002
1,48.9,97.0,0.002
1,48.9,97.0,0.002
1,48.8,97.0,0.002
1,48.7,97.0,0.002
1,48.7,97.0,0.002
1,48.6,97.0,0.002
1,48.6,97.0,0.002
1,48.5,97.0,0.002
1,48.4,97.0,0.002
1,48.4,97.0,0.002
1,48.3,97.0,0.002
1,48.2,97.0,0.002
1,48.2,97.0,0.002
1,48.1,97.0,0.002
1,48.1,97.0,0.002
1,48.0,97.0,0.002
1,47.9,97.0,0.002
1,47.9,97.0,0.002
1,47.8,97.0,0.002
1,47.7,97.0,0.002
1,47.7,97.0,0.002
1,47.6,97.0,0.002
1,47.6,97.0,0.002
1,47.5,97.0,0.002
1,47.4,97.0,0.002
1,47.4,97.0,0.002
1,47.3,97.0,0.002
1,47.2,97.0,0.002
1,47.2,97.0,0.002
1,47.1,97.0,0.002
1,47.0,97.0,0.002
1,47.0,97.0,0.002
1,46.9,97.0,0.002
1,46.9,97.0,0.002
1,46.8,97.0,0.002
1,46.7,97.0,0.002
1,46.7,97.0,0.002
1,46.6,97.0,0.002
1,46.5,97.0,0.002
1,46.5,97.0,0.002
1,46.4,97.0,0.002
1,46.4,97.0,0.002
1,46.3,97.0,0.002
1,46.2,97.0,0.002
1,46.2,97.0,0.002
1,46.1,97.0,0.002
1,46.0,97.0,0.002
1,46.0,97.0,0.002
1,45.9,97.0,0.002
1,45.9,97.0,0.002
1,45.8,97.0,0.002
1,45.7,97.0,0.002
1,45.7,97.0,0.002
1,45.6,97.0,0.002
1,45.5,97.0,0.002
1,45.5,97.0,0.002
1,45.4,97.0,0.002
1,45.4,97.0,0.002
1,45.3,97.0,0.002
1,45.2,97.0,0.002
1,45.2,97.0,0.002
1,45.1,97.0,0.002
1,45.0,97.0,0.002
1,45.0,97.0,0.002
1,44.9,97.0,0.002
1,44.9,97.0,0.002
1,44.8,97.0,0.002
1,44.7,97.0,0.002
1,44.7,97.0,0.002
1,44.6,97.0,0.002
1,44.5,97.0,0.002
1,44.5,97.0,0.002
1,44.4,97.0,0.002
1,44.4,97.0,0.002
1,44.3,97.0,0.002
1,44.2,97.0,0.002
1,44.2,97.0,0.002
1,44.1,97.0,0.002
1,44.0,97.0,0.002
1,44.0,97.0,0.002
1,43.9,97.0,0.002
1,43.9,97.0,0.002
1,43.8,97.0,0.002
1,43.7,97.0,0.002
1,43.7,97.0,0.002
1,43.6,97.0,0.002
1,43.5,97.0,0.002
1,43.5,97.0,0.002
1,43.4,97.0,0.002
1,43.4,97.0,0.002
1,43.3,97.0,0.002
1,43.2,97.0,0.002
1,43.2,97.0,0.002
1,43.1,97.0,0.002
1,43.0,97.0,0.002
1,43.0,97.0,0.002
1,42.9,97.0,0.002
1,42.9,97.0,0.002
1,42.8,97.0,0.002
1,42.7,97.0,0.002
1,42.7,97.0,0.002
1,42.6,97.0,0.002
1,42.6,97.0,0.002
1,42.5,97.0,0.002
1,42.4,97.0,0.002
1,42.4,97.0,0.002
1,42.3,97.0,0.002
1,42.2,97.0,0.002
1,42.2,97.0,0.002
1,42.1,97.0,0.002
1,42.1,97.0,0.002
1,42.0,97.0,0.002
1,41.9,97.0,0.002
1,41.9,97.0,0.002
1,41.8,97.0,0.002
1,41.7,97.0,0.002
1,41.7,97.0,0.002
1,41.6,97.0,0.002
1,41.6,97.0,0.002
1,41.5,97.0,0.002
1,41.4,97.0,0.002
1,41.4,97.0,0.002
1,41.3,97.0,0.002
1,41.2,97.0,0.002
1,41.2,97.0,0.002
1,41.1,97.0,0.002
1,41.1,97.0,0.002
1,41.0,97.0,0.002
1,40.9,97.0,0.002
1,40.9,97.0,0.002
1,40.8,97.0,0.002
1,40.8,97.0,0.002
1,40.7,97.0,0.002
1,40.6,97.0,0.002
1,40.6,97.0,0.002
1,40.5,97.0,0.002
1,40.4,97.0,0.002
1,40.4,97.0,0.002
1,40.3,97.0,0.002
1,40.3,97.0,0.002
1,40.2,97.0,0.002
1,40.1,97.0,0.002
1,40.1,97.0,0.002
1,40.0,97.0,0.002
1,40.0,97.0,0.002
1,39.9,97.0,0.002
1,39.8,97.0,0.002
1,39.8,97.0,0.002
1,39.7,97.0,0.002
1,39.6,97.0,0.002
1,39.6,97.0,0.002
1,39.5,97.0,0.002
1,39.5,97.0,0.002
1,39.4,97.0,0.002
1,39.3,97.0,0.002
1,39.3,97.0,0.002
1,39.2,97.0,0.002
1,39.2,97.0,0.002
1,39.1,97.0,0.002
1,39.0,97.0,0.002
1,39.0,97.0,0.002
1,38.9,97.0,0.002
1,38.8,97.0,0.002
1,38.8,97.0,0.002
1,38.7,97.0,0.002
1,38.7,97.0,0.002
1,38.6,97.0,0.002
1,38.5,97.0,0.002
1,38.5,97.0,0.002
1,38.4,97.0,0.002
1,38.4,97.0,0.002
1,38.3,97.0,0.002
1,38.2,97.0,0.002
1,38.2,97.0,0.002
1,38.1,97.0,0.002
1,38.1,97.0,0.002
1,38.0,97.0,0.002
1,37.9,97.0,0.002
1,37.9,97.0,0.002
1,37.8,97.0,0.002
1,37.7,97.0,0.002
1,37.7,97.0,0.002
1,37.6,97.0,0.002
1,37.6,97.0,0.002
1,37.5,97.0,0.002
1,37.4,97.0,0.002
1,37.4,97.0,0.002
1,37.3,97.0,0.002
1,37.3,97.0,0.002
1,37.2,97.0,0.002
1,37.1,97.0,0.002
1,37.1,97.0,0.002
1,37.0,97.0,0.002
1,37.0,97.0,0.002
1,36.9,97.0,0.002
1,36.8,97.0,0.002
1,36.8,97.0,0.002
1,36.7,97.0,0.002
1,36.7,97.0,0.002
1,36.6,97.0,0.002
1,36.5,97.0,0.002
1,36.5,97.0,0.002
1,36.4,97.0,0.002
1,36.4,97.0,0.002
1,36.3,97.0,0.002
1,36.2,97.0,0.002
1,36.2,97.0,0.002
1,36.1,97.0,0.002
1,36.1,97.0,0.002
1,36.0,97.0,0.002
1,35.9,97.0,0.002
1,35.9,97.0,0.002
1,35.8,97.0,0.002
1,35.7,97.0,0.002
1,35.7,97.0,0.002
1,35.6,97.0,0.002
1,35.6,97.0,0.002
1,35.5,97.0,0.002
1,35.4,97.0,0.002
1,35.4,97.0,0.002
1,35.3,97.0,0.002
1,35.3,97.0,0.002
1,35.2,97.0,0.002
1,35.1,97.0,0.002
1,35.1,97.0,0.002
1,35.0,97.0,0.002
1,35.0,97.0,0.002
1,34.9,97.0,0.002
1,34.8,97.0,0.002
1,34.8,97.0,0.002
1,34.7,97.0,0.002
1,34.7,97.0,0.002
1,34.6,97.0,0.002
1,34.5,97.0,0.002
1,34.5,97.0,0.002
1,34.4,97.0,0.002
1,34.4,97.0,0.002
1,34.3,97.0,0.002
1,34.3,97.0,0.002
1,34.2,97.0,0.002
1,34.1,97.0,0.002
1,34.1,97.0,0.002
1,34.0,97.0,0.002
1,34.0,97.0,0.002
1,33.9,97.0,0.002
1,33.8,97.0,0.002
1,33.8,97.0,0.002
1,33.7,97.0,0.002
1,33.7,97.0,0.002
1,33.6,97.0,0.002
1,33.5,97.0,0.002
1,33.5,97.0,0.002
1,33.4,97.0,0.002
1,33.4,97.0,0.002
1,33.3,97.0,0.002
1,33.2,97.0,0.002
1,33.2,97.0,0.002
1,33.1,97.0,0.002
1,33.1,97.0,0.002
1,33.0,97.0,0.002
1,32.9,97.0,0.002
1,32.9,97.0,0.002
1,32.8,97.0,0.002
1,32.8,97.0,0.002
1,32.7,97.0,0.002
1,32.6,97.0,0.002
1,32.6,97.0,0.002
1,32.5,97.0,0.002
1,32.5,97.0,0.002
1,32.4,97.0,0.002
1,32.4,97.0,0.002
1,32.3,97.0,0.002
1,32.2,97.0,0.002
1,32.2,97.0,0.002
1,32.1,97.0,0.002
1,32.1,97.0,0.002
1,32.0,97.0,0.002
1,31.9,97.0,0.002
1,31.9,97.0,0.002
1,31.8,97.0,0.002
1,31.8,97.0,0.002
1,31.7,97.0,0.002
1,31.7,97.0,0.002
1,31.6,97.0,0.002
1,31.5,97.0,0.002
1,31.5,97.0,0.002
1,31.4,97.0,0.002
1,31.4,97.0,0.002
1,31.3,97.0,0.002
1,31.2,97.0,0.002
1,31.2,97.0,0.002
1,31.1,97.0,0.002
1,31.1,97.0,0.002
1,31.0,97.0,0.002
1,31.0,97.0,0.002
1,30.9,97.0,0.002
1,30.8,97.0,0.002
1,30.8,97.0,0.002
1,30.7,97.0,0.002
1,30.7,97.0,0.002
1,30.6,97.0,0.002
1,30.5,97.0,0.002
1,30.5,97.0,0.002
1,30.4,97.0,0.002
1,30.4,97.0,0.002
1,30.3,97.0,0.002
1,30.3,97.0,0.002
1,30.2,97.0,0.002
1,30.1,97.0,0.002
1,30.1,97.0,0.002
1,30.0,97.0,0.002
1,30.0,97.0,0.002
1,29.9,97.0,0.002
1,29.9,97.0,0.002
1,29.8,97.0,0.002
1,29.7,97.0,0.002
1,29.7,97.0,0.002
1,29.6,97.0,0.002
1,29.6,97.0,0.002
1,29.5,97.0,0.002
1,29.5,97.0,0.002
1,29.4,97.0,0.002
1,29.3,97.0,0.002
1,29.3,97.0,0.002
1,29.2,97.0,0.002
1,29.2,97.0,0.002
1,29.1,97.0,0.002
1,29.1,97.0,0.002
1,29.0,97.0,0.002
1,28.9,97.0,0.002
1,28.9,97.0,0.002
1,28.8,97.0,0.002
1,28.8,97.0,0.002
1,28.7,97.0,0.002
1,28.7,97.0,0.002
1,28.6,97.0,0.002
1,28.5,97.0,0.002
1,28.5,97.0,0.002
1,28.4,97.0,0.002
1,28.4,97.0,0.002
1,28.3,97.0,0.002
1,28.3,97.0,0.002
1,28.2,97.0,0.002
1,28.1,97.0,0.002
1,28.1,97.0,0.002
1,28.0,97.0,0.002
1,28.0,97.0,0.002
1,27.9,97.0,0.002
1,27.9,97.0,0.002
1,27.8,97.0,0.002
1,27.8,97.0,0.002
1,27.7,97.0,0.002
1,27.6,97.0,0.002
1,27.6,97.0,0.002
1,27.5,97.0,0.002
1,27.5,97.0,0.002
1,27.4,97.0,0.002
1,27.4,97.0,0.002
1,27.3,97.0,0.002
1,27.2,97.0,0.002
1,27.2,97.0,0.002
1,27.1,97.0,0.002
1,27.1,97.0,0.002
1,27.0,97.0,0.002
1,27.0,97.0,0.002
1,26.9,97.0,0.002
1,26.9,97.0,0.002
1,26.8,97.0,0.002
1,26.7,97.0,0.002
1,26.7,97.0,0.002
1,26.6,97.0,0.002
1,26.6,97.0,0.002
1,26.5,97.0,0.002
1,26.5,97.0,0.002
1,26.4,97.0,0.002
1,26.4,97.0,0.002
1,26.3,97.0,0.002
1,26.2,97.0,0.002
1,26.2,97.0,0.002
1,26.1,97.0,0.002
1,26.1,97.0,0.002
1,26.0,97.0,0.002
1,26.0,97.0,0.002
1,25.9,97.0,0.002
1,25.9,97.0,0.002
1,25.8,97.0,0.002
1,25.7,97.0,0.002
1,25.7,97.0,0.002
1,25.6,97.0,0.002
1,25.6,97.0,0.002
1,25.5,97.0,0.002
1,25.5,97.0,0.002
1,25.4,97.0,0.002
1,25.4,97.0,0.002
1,25.3,97.0,0.002
1,25.3,97.0,0.002
1,25.2,97.0,0.002
1,25.1,97.0,0.002
1,25.1,97.0,0.002
1,25.0,97.0,0.002
1,25.0,97.0,0.002
1,24.9,97.0,0.002
1,24.9,97.0,0.002
1,24.8,97.0,0.002
1,24.8,97.0,0.002
1,24.7,97.0,0.002
1,24.7,97.0,0.002
1,24.6,97.0,0.002
1,24.5,97.0,0.002
1,24.5,97.0,0.002
1,24.4,97.0,0.002
1,24.4,97.0,0.002
1,24.3,97.0,0.002
1,24.3,97.0,0.002
1,24.2,97.0,0.002
1,24.2,97.0,0.002
1,24.1,97.0,0.002
1,24.1,97.0,0.002
1,24.0,97.0,0.002
1,24.0,97.0,0.002
1,23.9,97.0,0.002
1,23.8,97.0,0.002
1,23.8,97.0,0.002
1,23.7,97.0,0.002
1,23.7,97.0,0.002
1,23.6,97.0,0.002
1,23.6,97.0,0.002
1,23.5,97.0,0.002
1,23.5,97.0,0.002
1,23.4,97.0,0.002
1,23.4,97.0,0.002
1,23.3,97.0,0.002
1,23.3,97.0,0.002
1,23.2,97.0,0.002
1,23.2,97.0,0.002
1,23.1,97.0,0.002
1,23.1,97.0,0.002
1,23.0,97.0,0.002
1,22.9,97.0,0.002
1,22.9,97.0,0.002
1,22.8,97.0,0.002
1,22.8,97.0,0.002
1,22.7,97.0,0.002
1,22.7,97.0,0.002
1,22.6,97.0,0.002
1,22.6,97.0,0.002
1,22.5,97.0,0.002
1,22.5,97.0,0.002
1,22.4,97.0,0.002
1,22.4,97.0,0.002
1,22.3,97.0,0.002
1,22.3,97.0,0.002
1,22.2,97.0,0.002
1,22.2,97.0,0.002
1,22.1,97.0,0.002
1,22.1,97.0,0.002
1,22.0,97.0,0.002
1,21.9,97.0,0.002
1,21.9,97.0,0.002
1,21.8,97.0,0.002
1,21.8,97.0,0.002
1,21.7,97.0,0.002
1,21.7,97.0,0.002
1,21.6,97.0,0.002
1,21.6,97.0,0.002
1,21.5,97.0,0.002
1,21.5,97.0,0.002
1,21.4,97.0,0.002
1,21.4,97.0,0.002
1,21.3,97.0,0.002
1,21.3,97.0,0.002
1,21.2,97.0,0.002
1,21.2,97.0,0.002
1,21.1,97.0,0.002
1,21.1,97.0,0.002
1,21.0,97.0,0.002
1,21.0,97.0,0.002
1,20.9,97.0,0.002
1,20.9,97.0,0.002
1,20.8,97.0,0.002
1,20.8,97.0,0.002
1,20.7,97.0,0.002
1,20.7,97.0,0.002
1,20.6,97.0,0.002
1,20.6,97.0,0.002
1,20.5,97.0,0.002
1,20.5,97.0,0.002
1,20.4,97.0,0.002
1,20.4,97.0,0.002
1,20.3,97.0,0.002
1,20.3,97.0,0.002
1,20.2,97.0,0.002
1,20.2,97.0,0.002
1,20.1,97.0,0.002
1,20.1,97.0,0.002
1,20.0,97.0,0.002
1,20.0,97.0,0.002
1,19.9,97.0,0.002
1,19.9,97.0,0.002
1,19.8,97.0,0.002
1,19.8,97.0,0.002
1,19.7,97.0,0.002
1,19.7,97.0,0.002
1,19.6,97.0,0.002
1,19.6,97.0,0.002
1,19.5,97.0,0.002
1,19.5,97.0,0.002
1,19.4,97.0,0.002
1,19.4,97.0,0.002
1,19.3,97.0,0.002
1,19.3,97.0,0.002
1,19.2,97.0,0.002
1,19.2,97.0,0.002
1,19.1,97.0,0.002
1,19.1,97.0,0.002
1,19.0,97.0,0.002
1,19.0,97.0,0.002
1,18.9,97.0,0.002
1,18.9,97.0,0.002
1,18.8,97.0,0.002
1,18.8,97.0,0.002
1,18.7,97.0,0.002
1,18.7,97.0,0.002
1,18.6,97.0,0.002
1,18.6,97.0,0.002
1,18.5,97.0,0.002
1,18.5,97.0,0.002
1,18.4,97.0,0.002
1,18.4,97.0,0.002
1,18.3,97.0,0.002
1,18.3,97.0,0.002
1,18.2,97.0,0.002
1,18.2,97.0,0.002
1,18.1,97.0,0.002
1,18.1,97.0,0.002
1,18.0,97.0,0.002
1,18.0,97.0,0.002
1,17.9,97.0,0.002
1,17.9,97.0,0.002
1,17.8,97.0,0.002
1,17.8,97.0,0.002
1,17.7,97.0,0.002
1,17.7,97.0,0.002
1,17.6,97.0,0.002
1,17.6,97.0,0.002
1,17.6,97.0,0.002
1,17.5,97.0,0.002
1,17.5,97.0,0.002
1,17.4,97.0,0.002
1,17.4,97.0,0.002
1,17.3,97.0,0.002
1,17.3,97.0,0.002
1,17.2,97.0,0.002
1,17.2,97.0,0.002
1,17.1,97.0,0.002
1,17.1,97.0,0.002
1,17.0,97.0,0.002
1,17.0,97.0,0.002
1,16.9,97.0,0.002
1,16.9,97.0,0.002
1,16.8,97.0,0.002
1,16.8,97.0,0.002
1,16.7,97.0,0.002
1,16.7,97.0,0.002
1,16.7,97.0,0.002
1,16.6,97.0,0.002
1,16.6,97.0,0.002
1,16.5,97.0,0.002
1,16.5,97.0,0.002
1,16.4,97.0,0.002
1,16.4,97.0,0.002
1,16.3,97.0,0.002
1,16.3,97.0,0.002
1,16.2,97.0,0.002
1,16.2,97.0,0.002
1,16.1,97.0,0.002
1,16.1,97.0,0.002
1,16.0,97.0,0.002
1,16.0,97.0,0.002
1,16.0,97.0,0.002
1,15.9,97.0,0.002
1,15.9,97.0,0.002
1,15.8,97.0,0.002
1,15.8,97.0,0.002
1,15.7,97.0,0.002
1,15.7,97.0,0.002
1,15.6,97.0,0.002
1,15.6,97.0,0.002
1,15.5,97.0,0.002
1,15.5,97.0,0.002
1,15.5,97.0,0.002
1,15.4,97.0,0.002
1,15.4,97.0,0.002
1,15.3,97.0,0.002
1,15.3,97.0,0.002
1,15.2,97.0,0.002
1,15.2,97.0,0.002
1,15.1,97.0,0.002
1,15.1,97.0,0.002
1,15.0,97.0,0.002
1,15.0,97.0,0.002
1,15.0,97.0,0.002
1,14.9,97.0,0.002
1,14.9,97.0,0.002
1,14.8,97.0,0.002
1,14.8,97.0,0.002
1,14.7,97.0,0.002
1,14.7,97.0,0.002
1,14.6,97.0,0.002
1,14.6,97.0,0.002
1,14.6,97.0,0.002
1,14.5,97.0,0.002
1,14.5,97.0,0.002
1,14.4,97.0,0.002
1,14.4,97.0,0.002
1,14.3,97.0,0.002
1,14.3,97.0,0.002
1,14.2,97.0,0.002
1,14.2,97.0,0.002
1,14.2,97.0,0.002
1,14.1,97.0,0.002
1,14.1,97.0,0.002
1,14.0,97.0,0.002
1,14.0,97.0,0.002
1,13.9,97.0,0.002
1,13.9,97.0,0.002
1,13.9,97.0,0.002
1,13.8,97.0,0.002
1,13.8,97.0,0.002
1,13.7,97.0,0.002
1,13.7,97.0,0.002
1,13.6,97.0,0.002
1,13.6,97.0,0.002
1,13.6,97.0,0.002
1,13.5,97.0,0.002
1,13.5,97.0,0.002
1,13.4,97.0,0.002
1,13.4,97.0,0.002
1,13.3,97.0,0.002
1,13.3,97.0,0.002
1,13.3,97.0,0.002
1,13.2,97.0,0.002
1,13.2,97.0,0.002
1,13.1,97.0,0.002
1,13.1,97.0,0.002
1,13.0,97.0,0.002
1,13.0,97.0,0.002
1,13.0,97.0,0.002
1,12.9,97.0,0.002
1,12.9,97.0,0.002
1,12.8,97.0,0.002
1,12.8,97.0,0.002
1,12.7,97.0,0.002
1,12.7,97.0,0.002
1,12.7,97.0,0.002
1,12.6,97.0,0.002
1,12.6,97.0,0.002
1,12.5,97.0,0.002
1,12.5,97.0,0.002
1,12.5,97.0,0.002
1,12.4,97.0,0.002
1,12.4,97.0,0.002
1,12.3,97.0,0.002
1,12.3,97.0,0.002
1,12.2,97.0,0.002
1,12.2,97.0,0.002
1,12.2,97.0,0.002
1,12.1,97.0,0.002
1,12.1,97.0,0.002
1,12.0,97.0,0.002
1,12.0,97.0,0.002
1,12.0,97.0,0.002
1,11.9,97.0,0.002
1,11.9,97.0,0.002
1,11.8,97.0,0.002
1,11.8,97.0,0.002
1,11.8,97.0,0.002
1,11.7,97.0,0.002
1,11.7,97.0,0.002
1,11.6,97.0,0.002
1,11.6,97.0,0.002
1,11.6,97.0,0.002
1,11.5,97.0,0.002
1,11.5,97.0,0.002
1,11.4,97.0,0.002
1,11.4,97.0,0.002
1,11.4,97.0,0.002
1,11.3,97.0,0.002
1,11.3,97.0,0.002
1,11.2,97.0,0.002
1,11.2,97.0,0.002
1,11.2,97.0,0.002
1,11.1,97.0,0.002
1,11.1,97.0,0.002
1,11.0,97.0,0.002
1,11.0,97.0,0.002
1,11.0,97.0,0.002
1,10.9,97.0,0.002
1,10.9,97.0,0.002
1,10.8,97.0,0.002
1,10.8,97.0,0.002
1,10.8,97.0,0.002
1,10.7,97.0,0.002
1,10.7,97.0,0.002
1,10.6,97.0,0.002
1,10.6,97.0,0.002
1,10.6,97.0,0.002
1,10.5,97.0,0.002
1,10.5,97.0,0.002
1,10.5,97.0,0.002
1,10.4,97.0,0.002
1,10.4,97.0,0.002
1,10.3,97.0,0.002
1,10.3,97.0,0.002
1,10.3,97.0,0.002
1,10.2,97.0,0.002
1,10.2,97.0,0.002
1,10.1,97.0,0.002
1,10.1,97.0,0.002
1,10.1,97.0,0.002
1,10.0,97.0,0.002
1,10.0,97.0,0.002
1,9.96,97.0,0.002
1,9.92,97.0,0.002
1,9.88,97.0,0.002
1,9.85,97.0,0.002
1,9.81,97.0,0.002
1,9.77,97.0,0.002
1,9.74,97.0,0.002
1,9.7,97.0,0.002
1,9.66,97.0,0.002
1,9.62,97.0,0.002
1,9.59,97.0,0.002
1,9.55,97.0,0.002
1,9.51,97.0,0.002
1,9.48,97.0,0.002
1,9.44,97.0,0.002
1,9.4,97.0,0.002
1,9.37,97.0,0.002
1,9.33,97.0,0.002
1,9.29,97.0,0.002
1,9.26,97.0,0.002
1,9.22,97.0,0.002
1,9.18,97.0,0.002
1,9.15,97.0,0.002
1,9.11,97.0,0.002
1,9.07,97.0,0.002
1,9.04,97.0,0.002
1,9.0,97.0,0.002
1,8.97,97.0,0.002
1,8.93,97.0,0.002
1,8.89,97.0,0.002
1,8.86,97.0,0.002
1,8.82,97.0,0.002
1,8.79,97.0,0.002
1,8.75,97.0,0.002
1,8.72,97.0,0.002
1,8.68,97.0,0.002
1,8.65,97.0,0.002
1,8.61,97.0,0.002
1,8.58,97.0,0.002
1,8.54,97.0,0.002
1,8.51,97.0,0.002
1,8.47,97.0,0.002
1,8.44,97.0,0.002
1,8.4,97.0,0.002
1,8.36,97.0,0.002
1,8.33,97.0,0.002
1,8.3,97.0,0.002
1,8.26,97.0,0.002
1,8.23,97.0,0.002
1,8.19,97.0,0.002
1,8.16,97.0,0.002
1,8.12,97.0,0.002
1,8.09,97.0,0.002
1,8.06,97.0,0.002
1,8.02,97.0,0.002
1,7.99,97.0,0.002
1,7.95,97.0,0.002
1,7.92,97.0,0.002
1,7.88,97.0,0.002
1,7.85,97.0,0.002
1,7.82,97.0,0.002
1,7.78,97.0,0.002
1,7.75,97.0,0.002
1,7.72,97.0,0.002
1,7.68,97.0,0.002
1,7.65,97.0,0.002
1,7.62,97.0,0.002
1,7.58,97.0,0.002
1,7.55,97.0,0.002
1,7.52,97.0,0.002
1,7.48,97.0,0.002
1,7.45,97.0,0.002
1,7.42,97.0,0.002
1,7.38,97.0,0.002
1,7.35,97.0,0.002
1,7.32,97.0,0.002
1,7.29,97.0,0.002
1,7.25,97.0,0.002
1,7.22,97.0,0.002
1,7.19,97.0,0.002
1,7.16,97.0,0.002
1,7.12,97.0,0.002
1,7.09,97.0,0.002
1,7.06,97.0,0.002
1,7.03,97.0,0.002
1,6.99,97.0,0.002
1,6.96,97.0,0.002
1,6.93,97.0,0.002
1,6.9,97.0,0.002
1,6.87,97.0,0.002
1,6.84,97.0,0.002
1,6.8,97.0,0.002
1,6.77,97.0,0.002
1,6.74,97.0,0.002
1,6.71,97.0,0.002
1,6.68,97.0,0.002
1,6.65,97.0,0.002
1,6.61,97.0,0.002
1,6.58,97.0,0.002
1,6.55,97.0,0.002
1,6.52,97.0,0.002
1,6.49,97.0,0.002
1,6.46,97.0,0.002
1,6.43,97.0,0.002
1,6.4,97.0,0.002
1,6.37,97.0,0.002
1,6.34,97.0,0.002
1,6.31,97.0,0.002
1,6.28,97.0,0.002
1,6.25,97.0,0.002
1,6.21,97.0,0.002
1,6.18,97.0,0.002
1,6.15,97.0,0.002
1,6.12,97.0,0.002
1,6.09,97.0,0.002
1,6.06,97.0,0.002
1,6.03,97.0,0.002
1,6.0,97.0,0.002
1,5.97,97.0,0.002
1,5.94,97.0,0.002
1,5.91,97.0,0.002
1,5.89,97.0,0.002
1,5.86,97.0,0.002
1,5.83,97.0,0.002
1,5.8,97.0,0.002
1,5.77,97.0,0.002
1,5.74,97.0,0.002
1,5.71,97.0,0.002
1,5.68,97.0,0.002
1,5.65,97.0,0.002
1,5.62,97.0,0.002
1,5.59,97.0,0.002
1,5.56,97.0,0.002
1,5.54,97.0,0.002
1,5.51,97.0,0.002
1,5.48,97.0,0.002
1,5.45,97.0,0.002
1,5.42,97.0,0.002
1,5.39,97.0,0.002
1,5.37,97.0,0.002
1,5.34,97.0,0.002
1,5.31,97.0,0.002
1,5.28,97.0,0.002
1,5.25,97.0,0.002
1,5.22,97.0,0.002
1,5.2,97.0,0.002
1,5.17,97.0,0.002
1,5.14,97.0,0.002
1,5.11,97.0,0.002
1,5.08,97.0,0.002
1,5.06,97.0,0.002
1,5.03,97.0,0.002
1,5.0,97.0,0.002
1,4.97,97.0,0.002
1,4.95,97.0,0.002
1,4.92,97.0,0.002
1,4.89,97.0,0.002
1,4.87,97.0,0.002
1,4.84,97.0,0.002
1,4.81,97.0,0.002
1,4.79,97.0,0.002
1,4.76,97.0,0.002
1,4.73,97.0,0.002
1,4.71,97.0,0.002
1,4.68,97.0,0.002
1,4.65,97.0,0.002
1,4.63,97.0,0.002
1,4.6,97.0,0.002
1,4.57,97.0,0.002
1,4.55,97.0,0.002
1,4.52,97.0,0.002
1,4.5,97.0,0.002
1,4.47,97.0,0.002
1,4.44,97.0,0.002
1,4.42,97.0,0.002
1,4.39,97.0,0.002
1,4.37,97.0,0.002
1,4.34,97.0,0.002
1,4.31,97.0,0.002
1,4.29,97.0,0.002
1,4.26,97.0,0.002
1,4.24,97.0,0.002
1,4.21,97.0,0.002
1,4.19,97.0,0.002
1,4.16,97.0,0.002
1,4.14,97.0,0.002
1,4.11,97.0,0.002
1,4.09,97.0,0.002
1,4.06,97.0,0.002
1,4.04,97.0,0.002
1,4.01,97.0,0.002
1,3.99,97.0,0.002
1,3.96,97.0,0.002
1,3.94,97.0,0.002
1,3.92,97.0,0.002
1,3.89,97.0,0.002
1,3.87,97.0,0.002
1,3.84,97.0,0.002
1,3.82,97.0,0.002
1,3.79,97.0,0.002
1,3.77,97.0,0.002
1,3.75,97.0,0.002
1,3.72,97.0,0.002
1,3.7,97.0,0.002
1,3.67,97.0,0.002
1,3.65,97.0,0.002
1,3.63,97.0,0.002
1,3.6,97.0,0.002
1,3.58,97.0,0.002
1,3.56,97.0,0.002
1,3.53,97.0,0.002
1,3.51,97.0,0.002
1,3.49,97.0,0.002
1,3.47,97.0,0.002
1,3.44,97.0,0.002
1,3.42,97.0,0.002
1,3.4,97.0,0.002
1,3.37,97.0,0.002
1,3.35,97.0,0.002
1,3.33,97.0,0.002
1,3.31,97.0,0.002
1,3.28,97.0,0.002
1,3.26,97.0,0.002
1,3.24,97.0,0.002
1,3.22,97.0,0.002
1,3.2,97.0,0.002
1,3.17,97.0,0.002
1,3.15,97.0,0.002
1,3.13,97.0,0.002
1,3.11,97.0,0.002
1,3.09,97.0,0.002
1,3.06,97.0,0.002
1,3.04,97.0,0.002
1,3.02,97.0,0.002
1,3.0,97.0,0.002
1,2.98,97.0,0.002
1,2.96,97.0,0.002
1,2.93,97.0,0.002
1,2.91,97.0,0.002
1,2.89,97.0,0.002
1,2.87,97.0,0.002
1,2.85,97.0,0.002
1,2.83,97.0,0.002
1,2.81,97.0,0.002
1,2.79,97.0,0.002
1,2.77,97.0,0.002
1,2.75,97.0,0.002
1,2.73,97.0,0.002
1,2.71,97.0,0.002
1,2.69,97.0,0.002
1,2.67,97.0,0.002
1,2.64,97.0,0.002
1,2.62,97.0,0.002
1,2.6,97.0,0.002
1,2.58,97.0,0.002
1,2.57,97.0,0.002
1,2.55,97.0,0.002
1,2.53,97.0,0.002
1,2.51,97.0,0.002
1,2.49,97.0,0.002
1,2.47,97.0,0.002
1,2.45,97.0,0.002
1,2.43,97.0,0.002
1,2.41,97.0,0.002
1,2.39,97.0,0.002
1,2.37,97.0,0.002
